id,ctime,time,title,content,shareurl,category,author,level,is_red,image_count,image_urls,local_images
2400329,1781523025,2026-06-15 19:30:25,财联社6月15日电，法国总统马克龙表示，海上联盟准备在数日内部署至霍尔木兹海峡,财联社6月15日电，法国总统马克龙表示，海上联盟准备在数日内部署至霍尔木兹海峡。,https://api3.cls.cn/share/article/2400329?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400326,1781522793,2026-06-15 19:26:33,多重因素催动六氟化钨价格较去年同期涨幅超200% 分析人士：国产替代迎来黄金窗口期,【多重因素催动六氟化钨价格较去年同期涨幅超200% 分析人士：国产替代迎来黄金窗口期】财联社6月15日电，六氟化钨是半导体产业不可或缺的高端电子特种气体，由于其优良的电性能，广泛使用在化学气相沉积工艺中。2026年以来，全球六氟化钨价格大幅上涨，海关总署5月20日发布的数据显示，4月，国内六氟化钨出口均价攀升至149.79美元／kg，同比上涨203.83%，较年初上涨超110%。据买化塑研究院监测，截至6月9日，国内纯度为99.999%六氟化钨价格1670-1810元／kg，价格较去年同期（523元／kg）涨幅达232.7%。据测算，受日企断供影响，全球六氟化钨供应缺口将达到约2000吨／年，市场认为海外供应危机有望大幅加速六氟化钨国产替代和出海业务进程。分析人士认为，此轮六氟化钨价格上涨是海外头部厂商产能收缩、上游原材料供应减少、AI算力驱动半导体需求爆发等多种因素共振的结果，相关高品类电子特气长期由海外龙头垄断的格局或将松动，国产替代在政策、需求、供给等催化下，迎来黄金窗口期。 （新华财经）,https://api3.cls.cn/share/article/2400326?os=web&sv=&app=CailianpressWeb,,新华财经,C,,0,,
2400292,1781522684,2026-06-15 19:24:44,【机构龙虎榜解读】MPO连接器龙头+CPO+光纤，MPO高密度光纤连接器技术水平行业领先，重点推进光纤路由柔性板在CPO中的应用，并已参与国外多家厂商的CPO方案研发与试制工作，这家公司获净买入,①MPO连接器龙头+CPO+光纤，MPO高密度光纤连接器技术水平行业领先，重点推进光纤路由柔性板在CPO中的应用，并已参与国外多家厂商的CPO方案研发与试制工作，这家公司获净买入；②光模块晶振+石英晶振+机器人，全球少数推出能够适配1.6T以上光模块产品并具备量产能力的晶振厂商，针对光通信市场推出相关时钟解决方案，适配光模块高速率需求，机构大额净买入这家公司。,https://api3.cls.cn/share/article/2400292?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400323,1781522639,2026-06-15 19:23:59,盛达资源：实际控制人赵满堂被证监会立案调查,【盛达资源：实际控制人赵满堂被证监会立案调查】财联社6月15日电，盛达资源(000603.SZ)公告称，公司实际控制人赵满堂于2026年6月15日收到证监会下发的《立案告知书》，因涉嫌信息披露违法违规，证监会决定对其立案。赵满堂将积极配合调查并履行信息披露义务。,https://api3.cls.cn/share/article/2400323?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400321,1781522631,2026-06-15 19:23:51,盛达资源：因涉嫌信息披露违法违规 收到证监会立案告知书,【盛达资源：因涉嫌信息披露违法违规 收到证监会立案告知书】财联社6月15日电，盛达资源(000603.SZ)公告称，公司收到证监会下发的《立案告知书》，因涉嫌信息披露违法违规，证监会决定对公司立案。公司就上述立案调查事项的自查情况说明如下：2025年4月29日，公司披露了《关于公司自查发现控股股东及其附属企业资金占用并已解决等情况的公告》，对公司控股股东及其附属企业非经营性资金占用情况进行了披露。截至本公告披露日，公司已收回全部被占用资金及占用利息。公司已积极对相关问题进行整改，公司将依法履行相关信息披露义务。目前，公司生产经营活动正常开展，该事项不会对公司生产经营产生重大影响。,https://api3.cls.cn/share/article/2400321?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400313,1781522428,2026-06-15 19:20:28,财联社6月15日电，福克斯公司（FOX）股票在达成收购Roku协议后盘前跌超15%,财联社6月15日电，福克斯公司（FOX）股票在达成收购Roku协议后盘前跌超15%。,https://api3.cls.cn/share/article/2400313?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400310,1781522380,2026-06-15 19:19:40,东阳光：拟发行股份购买资产并募集配套资金,【东阳光：拟发行股份购买资产并募集配套资金】财联社6月15日电，东阳光(600673.SH)公告称，公司独立董事专门会议审议通过发行股份购买资产并募集配套资金暨关联交易方案，拟收购东数一号68.98%股权、共创一号及共创二号100%财产份额，交易构成重大资产重组及关联交易，不构成重组上市。同时，公司拟向参股创业投资基金增资，并与关联方共同向控股子公司增资。,https://api3.cls.cn/share/article/2400310?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400304,1781521976,2026-06-15 19:12:56,117万元急拉创业板ETF富国尾盘涨停 明日紧急停牌,【117万元急拉创业板ETF富国尾盘涨停 明日紧急停牌】财联社6月15日电，今日尾盘，创业板ETF富国迅速拉升，收盘涨停，涨幅达20.03%，二级市场溢价率达14.18%。Choice数据显示，尾盘时快速推高该基金二级市场成交价的一笔交易，成交金额仅为117.2万元，市场猜测或为交易员操作失误所致。今日晚间，基金管理人紧急发布溢价风险提示公告及停复牌公告。公告显示，该基金将于明日开市起停牌，并在10:30起复牌，停牌期间本基金赎回业务照常办理。基金管理人郑重提醒广大投资者密切关注二级市场交易价格溢价风险，审慎做出投资决策，如盲目投资，可能遭受重大损失。（财联社记者 李迪） （财联社记者 李迪）,https://api3.cls.cn/share/article/2400304?os=web&sv=&app=CailianpressWeb,,财联社记者 李迪,C,,0,,
2400307,1781521917,2026-06-15 19:11:57,财联社6月15日电，AI服务器经纪商Hydra Host完成新一轮1亿美元融资，估值约8亿美元，英伟达参与了该融资轮次,财联社6月15日电，AI服务器经纪商Hydra Host完成新一轮1亿美元融资，估值约8亿美元，英伟达参与了该融资轮次。,https://api3.cls.cn/share/article/2400307?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400301,1781521625,2026-06-15 19:07:05,财联社6月15日电，福克斯公司（FOX）股票在达成收购Roku协议后盘前下跌8.9%,财联社6月15日电，福克斯公司（FOX）股票在达成收购Roku协议后盘前下跌8.9%。,https://api3.cls.cn/share/article/2400301?os=web&sv=&app=CailianpressWeb,,,C,,0,,
